9.977755183214329637e-01,9.819462354201098364e-01,5.291073774498782356e-01,6.875485410540562725e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.868249239651870237e-03,7.288125376358266932e-03,3.151775469355283694e-03,4.351416536182018367e-03
2.134973155636780279e-02,1.970817293394263106e-02,1.652934513102811420e-01,3.050242940556766383e-02
2.010298869165876579e-01,3.618515771607588860e-02,7.246500173227959918e-02,5.856625250587889353e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.489215461421527387e-01,4.040985860404299190e-01,9.998304262489341454e-01,9.011609238982010162e-01
9.975065784891112841e-01,5.725696492010252658e-01,4.978437959913304400e-01,6.663340618101958324e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.593596453475225411e-03,4.137004174171261123e-02,4.546259906521117264e-03,0.000000000000000000e+00
5.510465248579748954e-02,1.633188482870568227e-03,0.000000000000000000e+00,5.673332200386373841e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.363670982068775961e-01,1.475912201607932663e-02,1.981170137693827674e-02,8.451834250967779627e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.388846515746103183e-01,9.940491228578994809e-01,9.999797312819802553e-01,9.900818299085312191e-01
9.974642038214014406e-01,9.124661556047876099e-01,9.611426844617738663e-01,9.725905794314682051e-01
2.063517748336305968e-01,9.884692383504527502e-01,6.231374991490859494e-02,7.903516459749956868e-02
2.911117306030379659e-01,3.273596456189117182e-02,6.044896586040254816e-02,4.040856627307906623e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.012765333949856905e-01,7.588502551560000198e-02,6.722213638217542364e-01,7.209706348271949228e-02
4.412233999451157240e-01,9.281287700821931885e-01,0.000000000000000000e+00,7.099592630840728669e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
